,indices,quote,query,bm25,prevbm25,nextbm25,ranking
30,12996,"DAMAR: True. But some people might place a brother's revenge above business. QUARK: Not this Ferengi. DAMAR: You're a credit to your race, Quark. Unlike your brother, you've chosen to back the winning side.",ferengi,8.106970225017667,0.0,0.0,-1
31,55436,LEETA: We're not on Ferenginar. ROM: But I'm a Ferengi. LEETA: And I'm not.,ferengi,8.016087662563388,0.0,0.0,-1
32,111776,RIKER: Lieutenant? WORF: One of the Ferengi. WORF: You! What are you doing?,ferengi,7.92722017414676,0.0,0.0,-1
33,70833,ISHKA: He just lives by them. ROM: Like a good Ferengi. ISHKA: Like an unenlightened Ferengi.,ferengi,7.840301476402101,0.0,7.0655888209846465,-1
34,55766,BRUNT: I hate losing. QUARK: What Ferengi doesn't? BRUNT: I may not be able to destroy the Nagus... but you're a different story.,ferengi,7.7552681615135155,0.0,0.0,-1
35,40878,"T'KAR: That depends on you. T'KAR: Yeto, get the Ferengi. BASHIR: You mind telling me what this is all about?",ferengi,7.7552681615135155,0.0,0.0,-1
36,15632,"SISKO: And ""A Ferengi without profit... "" NOG: ""... Is no Ferengi at all."" SISKO: The eighteenth Rule of Acquisition.",ferengi,7.7552681615135155,7.136101777328003,0.0,-1
37,55343,ROM: I guess not. DAX: You're probably the least Ferengi-like Ferengi I've ever met. ROM: I guess so.,ferengi,7.742321828323657,0.0,0.0,-1
38,13519,"TUMEK: I have never heard of the ""right of proclamation."" QUARK: It's a Ferengi custom. THOPOK: Then it has no place here.",ferengi,7.672059542951674,0.0,0.0,-1
39,126061,"PICARD: I am the captain of this vessel! Your order is nullified! PICARD: Ferengi on Main Viewer. PICARD: I am Jean-Luc Picard, Captain of the Federation Starship, USS Enterprise. Why have you attacked my ship?",ferengi,7.590617511035995,0.0,0.0,-1
40,24638,"KRAX: Who else but my father. THE CROWD: The Nagus. Yes, the Grand Nagus. ZEK: I thank you for your confidence... but I must decline the offer.",nagus,10.869527781529452,0.0,0.0,-1
41,24864,ZEK : Release him. ROM: Nagus! KRAX: Father?,nagus,10.820838629220766,0.0,0.0,-1
42,24849,KRAX: This is an historic moment. KRAX: Nagus... QUARK: There must be some mistake...,nagus,10.820838629220766,0.0,0.0,-1
43,24787,"QUARK: Did you come to me and offer your support. NAVA: No, Nagus. QUARK: Yet, now you call me Nagus. Is it out of true friendship? No.",nagus,10.416082745940743,0.0,6.465793450406402,-1
44,24785,"QUARK: A very lucrative opportunity. Tell me Nava, when Zek announced I was to succeed him, were you pleased? NAVA: No, Nagus. QUARK: Did you come to me and offer your support.",nagus,10.416082745940743,0.0,0.0,-1
45,67735,QUARK : Grand Nagus Zek. ROM: The Nagus? ROM: He used you when it suited his needs. I don't think it's the same thing.,nagus,10.287810134768971,9.57995523238062,0.0,-1
46,55374,QUARK: Wait a minute... What's the Nagus doing in my closet? ISHKA: The Nagus? QUARK: Moogie...,nagus,10.287810134768971,6.89256897875543,0.0,-1
47,24829,"QUARK: Stop daydreaming and pay attention to your work. ROM: Yes, Nagus. QUARK: When do we leave?",nagus,10.287810134768971,0.0,0.0,-1
48,24795,"QUARK: I think I'll head over to the bar and check the receipts. KRAX/ROM: Yes, Nagus. KRAX: If he keeps handing out such choice opportunities, he's going to become very popular.",nagus,10.287810134768971,0.0,0.0,-1
49,24781,"QUARK: You wish to find profit elsewhere. NAVA: Yes, Nagus. QUARK: And where would that be?",nagus,10.287810134768971,0.0,0.0,-1
50,10325,QUARK: I'm here to talk about the Nagus. EMI ALIEN: The Nagus? QUARK: The other Ferengi who visited you. The one who brought the Orb.,nagus,10.287810134768971,8.01704722436326,0.0,-1
51,55368,"QUARK: (under his breath, annoyed) If she threw out my Marauder Mo action figures... QUARK: Grand Nagus... ZEK: Quark, what are you doing here?",nagus,10.040515040599512,0.0,0.0,-1
52,10236,"ZEK : What's the matter, Quark? Spinning out of control, are we? QUARK: Grand Nagus? ZEK: Maybe.",nagus,10.040515040599512,0.0,0.0,-1
53,37412,QUARK: I still can't believe Brunt is the new Nagus. ZEK: Acting Nagus. QUARK: For three more days. Then it becomes official.,nagus,9.921272846646088,7.189144221919739,0.0,-1
54,67734,QUARK: Maybe she'd buy one disk... but all fifty-two? No... she doesn't like me that much. Who could it be. Who could afford to spend five hundred bars of latinum... on me. QUARK : Grand Nagus Zek. ROM: The Nagus?,nagus,9.57995523238062,0.0,10.287810134768971,-1
55,37442,"QUARK: No, not Brunt -- NOG: -- Grand Nagus Zek. QUARK: Who said he was dead?",nagus,9.57995523238062,0.0,0.0,-1
56,9972,"QUARK: Right now, nothing is more important than this. QUARK: Grand Nagus Zek. ROM: As big as life.",nagus,9.57995523238062,0.0,0.0,-1
57,31268,ROM: He left her a note saying he was going on a business safari to open new territories for financial exploitation. QUARK: That's our Nagus. ROM: He said held be back in five days -- that was twelve days ago!,nagus,9.471342288465085,0.0,0.0,-1
58,37686,BRUNT: Nilva! How nice to see you again. NILVA: Grand Nagus Brunt. NOG: Acting Grand Nagus Brunt.,nagus,9.365164538557856,0.0,8.683726806180118,-1
59,37476,BRUNT : Care to place a wager on that? ROM: Grand Nagus Brunt... ZEK: Acting Grand Nagus Brunt.,nagus,9.365164538557856,0.0,8.683726806180118,-1
60,135627,"DATA: ""Border."" ""Road."" ""Companion."" ""Message."" ""Messenger."" DATA: ""Death."" WORF: Captain, phasers are set for wide dispersal, ten percent maximum power. The beam will terminate automatically when the comet's core is reached.",death,9.68550603440587,0.0,0.0,-1
61,130551,RIVAN: ... and so no one risks death. WORF: Death? RIVAN: ... by breaking any law.,death,9.68550603440587,7.692658976229339,0.0,11
62,135664,"PICARD: Perhaps everything with the compass design is part of the same theme -- movement. Finding a direction, travelling a path, crossing a boundary-- RIKER: And ""death."" One of the symbols was ""death."" PICARD: The ultimate boundary.",death,9.190952836490036,0.0,0.0,4
63,128154,GEORDI: What do you mean? RO: This. Death. GEORDI: What?,death,9.09638270373437,0.0,0.0,6
64,35061,ODO: Humanoid death rituals are an interest of mine. QUARK: Death rituals. ODO: Everybody needs a hobby.,death,8.776097699203651,6.325974167651603,0.0,1
65,7836,GOWRON: What is this? WORF: It is your death. GOWRON: No.,death,8.477600122520089,0.0,0.0,5
66,62647,GENERAL DENNING: With your finger? QUARK: With my death ray. GENERAL DENNING: Looks a lot like a finger to me.,death,8.382562642276271,0.0,0.0,-1
67,94791,PICARD: We would rather die. BORG: Death is irrelevant. PICARD: What is it you wish of me?,death,8.198739962289185,0.0,0.0,-1
68,121478,WESLEY: Married? MRS. TROI: 'Till death do us part. RIKER: Mrs. Troi... I don't know how to put this --,death,8.022806438908166,0.0,0.0,-1
69,5677,"QUARK: I know, I know. Destroyed in the explosion. So now what? ODO: Now we either freeze to death or starve to death. Take your pick. NOG: It's about time you woke up. I thought you were going to sleep all day.",death,7.966887955576186,0.0,0.0,-1
70,24339,KANG: I say we attack here... a bold assault right at the main threshold. The guards will be too scattered to respond in time. We will overwhelm the defenders and fight on to a glorious victory. KOLOTH: Or to a glorious death. KOR: It is a good day to die.,death,7.937641086059576,0.0,0.0,9
71,90938,TASHA: Do you know how? GUINAN: No. But I know that it was an empty death. A death without purpose. PICARD: Come.,death,7.924671171976148,0.0,0.0,10
72,89022,DATA: Attack me. Or are you afraid? WORF: I have no fear of death. DATA: And I have no fear of killing you...,death,7.854264870497627,0.0,0.0,3
73,5377,BASHIR : What do you want with him? JEM'HADAR OFFICER: He is to be put to death. SECOND JEM'HADAR: Sir.,death,7.772621999487874,0.0,0.0,-1
74,130550,LIATOR: No one but our Mediators know what place or for how long. We're very proud of the wisdom of our ancestors. No person ever knows where or when a zone will be. RIVAN: ... and so no one risks death. WORF: Death?,death,7.692658976229339,0.0,9.68550603440587,-1
75,108182,K'EHLEYR: Alexander... WORF: You have never seen death? WORF: Then look...,death,7.692658976229339,0.0,0.0,12
76,14202,QUARK: I... didn't want to. I... had no choice. GRILKA: Was it... an honorable death? QUARK: Absolutely. He died... like a warrior.,death,7.692658976229339,0.0,0.0,8
77,142721,"DATA: He was the greatest man I have ever known. PICARD: Does his death disturb you? DATA: Disturb, Captain? No. All things must pass. May I go now, sir?",death,7.614324482956821,0.0,0.0,7
78,128214,DATA: Ensign Ro was Bajoran. Her beliefs should be reflected as well. But their death rituals are quite complicated. RO: Please... not the Death Chant... WORF: The Bajorn Death Chant is over two hours long...,death,7.614324482956821,4.17263374475863,6.379948811636776,2
79,33912,ODO: But we'll find out. EZRI: What was the time of death? BASHIR: Oh-three seventeen.,death,7.614324482956821,0.0,0.0,-1
80,5530,QUARK: Wrong again. ROM: Constable. Care for a root beer? ODO: No. But you do have something I want.,root beer,22.086142530832348,0.0,0.0,-1
81,16417,GARAK: What is it? QUARK: A human drink. It's called root beer. GARAK: I don't know...,root beer,21.056031259563134,0.0,0.0,6
82,3763,"NOG: A root beer... (off Quark's blank expression) It's an Earth drink... something they serve at the Academy... QUARK: Root beer... This is the end of Ferengi civilization... ODO: May I join you, Lieutenant... ?",root beer,18.62387066927307,13.41990006756388,0.0,1
83,5524,ROM: You think he'd mind if I had one for myself? QUARK: I'd mind. My own brother drinking root beer. It's so... Human. ROM: Mmmm... And bubbly.,root beer,17.606988094641533,0.0,0.0,3
84,5521,"ROM: Can I help it if I'm excited? My son is coming home. ROM: Root beer. His favorite. I don't know how to thank you, brother. QUARK: Ten slips of latinum ought to do it.",root beer,17.07426107175166,0.0,0.0,4
85,66443,"QUARK: What's that? WORF: An ancient Klingon proverb -- ""You cannot loosen a man's tongue with root beer."" KIRA: ... it is wonderful news, Vedek Mera. I'll see you at the signing ceremony.",root beer,15.439273139750336,0.0,0.0,2
86,68219,NOG: What do you mean? JAKE: I mean you didn't stay here until closing time just to have one more root beer. Something's up. NOG: My friend the writer. Always looking for a good story.,root beer,13.663598865922124,0.0,0.0,-1
87,3762,"QUARK: What can I get you, Nog? NOG: A root beer... (off Quark's blank expression) It's an Earth drink... something they serve at the Academy... QUARK: Root beer... This is the end of Ferengi civilization...",root beer,13.41990006756388,0.0,18.62387066927307,5
88,33448,"O'BRIEN: Fine? Commander, with all due respect, as an engineer, I couldn't look at myself in the mirror if I let this computer continue to perform as it does now. I really need to do a root canal. SISKO: Root canal? O'BRIEN: Engineering shorthand, sir. I'm gonna have to get into her guts and rebuild her from the ground up.",root beer,13.059839728288107,4.239899943996182,0.0,-1
89,56597,"KIRA: Dukat wanted the station back, he can have it. QUARK: I don't want to see a drop of root beer left in this place. Break out the kanar and find me some yamok sauce. ROM: Rom, Assistant Manager for Policy and Clientele. Reporting for work, Brother.",root beer,12.596146305565496,0.0,0.0,-1
90,65545,QUARK: What? NOG: Two root beers? O'BRIEN: Hyper spanner.,root beer,12.453833685496662,0.0,0.0,-1
91,62537,"GENERAL DENNING: What do you know about atom bombs? QUARK: My people have been watching your world for many years. We know all about you. Baseball, root beer, darts... atom bombs. QUARK : It's quite a fascinating culture you humans have here. And with a little Ferengi technology, it could be even better. Now, why don't you go talk to that president of yours?",root beer,12.254236385094032,0.0,0.0,-1
92,57243,"ALEXANDER: Why are you laughing? CH'TARGH: Or perhaps the son of our illustrious first officer would prefer an Earth beverage. A glass of root beer, with a lump of ""ice cream?"" ALEXANDER: Are you mocking me?",root beer,11.274890056401617,0.0,0.0,7
93,66439,"DAX: I take it you think Federation membership is going to be good for business? QUARK: Of course it is -- this station is going to get busier than an Alvanian beehive. I'm expecting to do five times the volume in root beer alone. QUARK: You see, it's all about foot traffic. The more people come in, the more they drink. The more they drink, the more they talk. The more they talk, the more they let slip things I shouldn't know. And that... that always leads to latinum.",root beer,10.789838911935943,0.0,0.0,8
94,139818,"RIKER: I gave you an order, Lieutenant. TROI: Computer -- valerian root tea, hot. TROI: Meet me in Transporter Room Three at nineteen hundred hours. It's important.",root beer,10.504165690908616,0.0,0.0,-1
95,64959,"DAX: What do you mean? EKORIA: Nothing. Do you like Takana root tea? DAX: Ekoria, where did you get all this food?",root beer,10.014244942711915,0.0,0.0,-1
96,120136,"BRENNA: Oh, and why is that? RIKER: So he can have a pipe, and mug of beer in peace. BRENNA: You've shown me so many wonders on your great ship, but there is still one thing you haven't shown me.",root beer,10.014232408020664,0.0,0.0,-1
97,32100,"ODO: No imagination, indeed. S : Hey, get your cold beer... get your cold beer right here... peanuts... souvenirs... scorecards... can't tell the players without a scorecard... BUCK: So what are you doing here?",root beer,9.518647785045932,0.0,0.0,-1
98,5714,"ODO: How much higher do we have to go? QUARK: Hmmm... carry the seven, take the square root, times pi... I'd say... QUARK: That high.",root beer,8.245252222868054,0.0,0.0,-1
99,94108,"RIKER: Greek, sir? PICARD: The Homeric Hymns. One of the root metaphors of our own culture. RIKER: For the next time we encounter the Tamarians...",root beer,7.999497046867999,0.0,0.0,-1
100,19998,SISKO: Welcome to the Alpha Quadrant. I'm Commander Benjamin Sisko of the United Federation of Planets. TOSK: Alpha quadrant? SISKO: You have passed through a wormhole into a new part of the galaxy...,alpha quadrant,19.36248864054008,10.042549413113788,0.0,-1
101,56118,"DAMAR: We have to evacuate the station, sir. DUKAT: Bajor... the Federation... the Alpha Quadrant... all lost... DAMAR: We have to go now, sir.",alpha quadrant,13.885701534787852,0.0,0.0,-1
102,6643,"GARAK: The Jem'Hadar will destroy every ship if we stay. GARAK: The only hope is to return to the Alpha Quadrant. LOVOK: There's no way out of here, Garak. The Jem'Hadar have cut us off. We need to consolidate the fleet and make our stand here.",alpha quadrant,13.885701534787852,0.0,0.0,-1
103,61377,"JACK: Look at this -- Starfleet battle plans, fleet deployments -- do you know what the Dominion could do with this information? LAUREN: They could take the Alpha Quadrant in a matter of weeks. JACK: With a lot fewer Federation casualties than in a drawn out war.",alpha quadrant,13.121567530843954,0.0,0.0,-1
104,8404,WORF: We have to warn the station. There is only one reason for the Dominion to hide such a large fleet this close to the wormhole. GARAK: You think they're planning to attack the Alpha Quadrant. WORF: I am certain of it.,alpha quadrant,13.121567530843954,0.0,0.0,-1
105,40565,"O'BRIEN: I've cleared the Skrreean ship to dock at upper pylon two. SISKO: Time to welcome your people to the Alpha Quadrant, Haneek... HANEEK: Come on... don't be afraid... we're among friends...",alpha quadrant,13.01921736797336,0.0,0.0,-1
106,37355,SISKO: A Dominion invasion of Ferenginar? ROM: Think of the terrible repercussions to the Alpha Quadrant. WORF: I can't think of any.,alpha quadrant,12.918451539803318,0.0,0.0,-1
107,13009,"QUARK: (no longer hiding anything) A week? DAMAR: That's right, one week and the Alpha Quadrant will be ours. SISKO: Gentlemen, this mission cannot succeed without the involvement of the Klingon Defense Forces.",alpha quadrant,12.918451539803318,0.0,0.0,-1
108,7849,"SISKO: That way, the war between the Federation and the Klingons would continue until both sides were destroyed. GOWRON: Leaving the Alpha Quadrant wide open for a Dominion invasion. ODO: That seems to have been their plan.",alpha quadrant,12.62530053952345,0.0,0.0,-1
109,41725,"DUKAT: Isn't that obvious? DUKAT: To give you what you desire above all else. The Alpha Quadrant. DUKAT: All I need is a certain Bajoran artifact... one of the many that the Cardassians ""appropriated"" during the occupation.",alpha quadrant,12.530517924330896,0.0,0.0,-1
110,18214,ODO: I know. KIRA: You know! Do you realize you handed the Alpha Quadrant to the Dominion? ODO: I was in the Link.,alpha quadrant,11.820587156177456,0.0,0.0,-1
111,73684,PICARD: When she comes aboard... take her into custody... RO: Alpha Seven to Alpha Nine. KALITA: Go ahead.,alpha quadrant,11.730362805750342,0.0,0.0,-1
112,69152,"DERAL: I want you with me now... DERAL: Yes, there is. I can leave Meridian... go back to the Alpha Quadrant with you. DERAL: If you'll have me.",alpha quadrant,11.574671089871051,0.0,0.0,-1
113,16022,WORF: The misdeeds your troops have committed speak for themselves. Assaulting a Cardassian tailor. Detaining and searching ships in neutral space without warning or provocation. And you... executing one of your own commanders because he refused to fire on a Federation ship... MARTOK: Whatever we've done has been in the best interests of the Alpha Quadrant. WORF: You must think me a fool to make your lies so transparent.,alpha quadrant,11.574671089871051,0.0,0.0,-1
114,56616,"BASHIR: And then what? NOG: And then we make the Dominion sorry they ever set foot in the Alpha Quadrant. SISKO: Cadet, you took the words right out of my mouth.",alpha quadrant,11.262270010623944,0.0,0.0,-1
115,56037,"O'BRIEN: You don't want to know... FEMALE SHAPE-SHIFTER: Send a message to our listening posts in the Gamma Quadrant. Tell the reinforcements that the Alpha Quadrant awaits them. DAMAR: Sir, the Defiant... it's headed for the wormhole.",alpha quadrant,11.083725317176196,0.0,0.0,-1
116,20036,"O'BRIEN : Ah! O'BRIEN: You can't go sneaking up on someone like that, friend... it's an Alpha quadrant rule... TOSK: Can it be fixed?",alpha quadrant,10.966289195833262,0.0,0.0,-1
117,5255,"SISKO: Permission granted. GOWRON: This is a dark day, not only for the Klingon Empire, but for the Alpha Quadrant itself. SISKO: So what are we going to do about it?",alpha quadrant,10.68546718734423,0.0,0.0,-1
118,16727,BASHIR: I wasn't aware the Romulans had been excluded. T'RUL: Every great power in the Alpha Quadrant has been invited to participate except for us. BASHIR: There must be some mistake.,alpha quadrant,10.617494646258573,0.0,0.0,-1
119,50450,"KIRA: At what price? You've sold Cardassia to the Dominion. DUKAT: A high price, to be sure. But look what we're getting in return -- the Alpha Quadrant itself. KIRA: We'll see about that.",alpha quadrant,10.484111299779368,0.0,0.0,-1
120,32769,"KIRA: Gul Dukat, we know you're headed for the wormhole... DUKAT: Wormhole? Which wormhole is that? KIRA: I strongly suggest you do not proceed. We encountered a hostile lifeform inside...",wormhole,9.959194489989692,6.4507019356372375,0.0,6
121,63181,"KIRA: Listen, something is very wrong here... I think we must've taken a wrong turn in the wormhole... WORF: Wormhole... ? KIRA: The wormhole to the Gamma... This is very difficult to explain... I think the best thing would be for us just to get back on our ship and...",wormhole,9.667901204813194,4.81004222915782,3.8158538120838985,4
122,89776,WORF: Still picking up energy distortions -- but fading. It seems to be gone. PICARD: A wormhole? DATA: Very likely. Small and extremely unstable wormholes have been mapped near thirty-nine T-tauri systems in the last one hundred years alone.,wormhole,9.432680199812523,0.0,0.0,3
123,90632,"DATA: Nothing I have seen before. PICARD: Is it a wormhole? DATA: Yes... and no. Like a... time displacement, but it does not have a discernible event horizon.",wormhole,8.791020938993093,0.0,0.0,-1
124,22895,"KIRA: Things have changed, Tahna. Now that the wormhole has been discovered... TAHNA: Yes, the wormhole. KIRA: Look, I don't want the Federation here any more than you do... but they are serving a purpose. For the time being, at least.",wormhole,8.791020938993093,5.57023529131244,0.0,5
125,32647,"DAX: Velocity is twenty kph. I'm picking up an atmosphere, Benjamin... SISKO: Inside a wormhole? DAX: Capable of supporting life...",wormhole,8.692469878936231,0.0,0.0,1
126,10303,"ZEK: Not in the slightest. I can't help myself. I like you. Now, where have you taken me? QUARK: Into the wormhole. QUARK: What's going on?",wormhole,8.692469878936231,0.0,0.0,-1
127,35839,DAX: They've released us. FALLIT KOT: Through the wormhole. FALLIT KOT: What was that?,wormhole,8.409642924921833,0.0,0.0,-1
128,32818,"SISKO: Another ship... in the wormhole? JENNIFER ALIEN: ""Wormhole"" - what is this? SISKO: It is how we describe the kind of passage that brought me here...",wormhole,8.319413321533812,7.738232459974231,0.0,2
129,8441,O'BRIEN: Weapons ready. DAX: The wormhole's opening. SISKO: On screen.,wormhole,8.231099366010024,0.0,0.0,-1
130,63526,BASHIR: ...Forty... KIRA: Ten seconds to wormhole... BASHIR: We're hit!,wormhole,8.144640693009862,0.0,0.0,-1
131,60446,KIRA: Everything here is fine. There's no sign of Dominion activity. SISKO: What about the wormhole? DAX: It's acting normally again. It stopped opening and closing at random not long after you left.,wormhole,8.144640693009862,0.0,0.0,7
132,63520,BASHIR: Impulse engines on line... KIRA: Sixty seconds to wormhole... BASHIR: I'm still picking up a residual leak from our warp core...,wormhole,7.977060153724541,0.0,0.0,-1
133,56032,"DAX: What do we do now, Captain? SISKO: Take us into the wormhole. O'BRIEN: What the hell. All we're going to find in there is a couple of thousand Dominion ships.",wormhole,7.977060153724541,0.0,0.0,-1
134,19860,"DAX: Bearing one-five-seven, mark one- three. KIRA: Straight into the wormhole. DAX: There's a definite imbalance in the graviton field that corresponds with our trajectory. I think that's what's pulling us toward the wormhole.",wormhole,7.895829597829979,0.0,3.6540147599613007,-1
135,6120,ODO: That won't be necessary. DAX: We've cleared the wormhole. SISKO: Begin transmitting our request for assistance and set a course for the Dominion.,wormhole,7.895829597829979,0.0,0.0,-1
136,32861,"KIRA: With any luck, they're in the Gamma Quadrant. On the other side of the wormhole. JASAD: What wormhole? Our sensors show no indication of a wormhole in this sector. KIRA: That's because it just collapsed.",wormhole,7.8435796272928835,5.196901887834059,0.0,-1
137,56099,"SISKO: Wherever they went, I don't think they're coming back. DAMAR: Sir, the wormhole is opening. DAMAR: The Defiant...",wormhole,7.816236710132982,0.0,0.0,-1
138,47893,DAX: Hold at fifty KPH... O'BRIEN: Ten seconds to the wormhole. KIRA: Reading higher levels of neutrino activity...,wormhole,7.816236710132982,0.0,0.0,-1
139,58549,"O'BRIEN: Acknowledged... I can't establish a lock, Major... (tries to compensate, fails) They must have some kind of deflectors we haven't seen before... DAX: They've entered the wormhole. SISKO: Got it.",wormhole,7.738232459974231,0.0,0.0,-1
140,88633,"PICARD: On screen. PICARD: Tasha? SELA: No, Captain. I am Commander Sela. The woman you knew as Tasha Yar... was my mother.",tasha,12.576429065604554,0.0,6.551394125753325,-1
141,77814,PICARD: Absolutely! TROI: Tasha? TROI: What're you doing?,tasha,12.576429065604554,0.0,0.0,-1
142,79031,"""Q"" : This is a court of the year 2049, by which time more 'rapid progress' had caused all 'United Earth' nonsense to be abolished. PICARD: Tasha, no... TASHA: I must... ... because I grew up on a world that allowed things like this court. And it was people like these that saved me from it. I say that this so-called court should get down on its knees to what Starfleet is, what it represents...",tasha,12.106004930342875,0.0,0.0,-1
